DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
6347	__label1__	5	N	Outdoors	B00177BQIU	Intex Deluxe Pillow Rest Raised Airbed with Soft Flocked Top for Comfort, Built-in Pillow and Electric Pump, Twin, Bed Height 16 3/4"	I only trust Intex	I've been sleeping on an airbed for almost 2 years now. I wouldn't trust any other brand for airbed.  I prefer air beds over matresses because i love the firmness of the airbed.  I find the groves on the beds help me sleep better and is better for my back.
12510	__label2__	5	Y	Tools	B0002SC3GE	7-1/4-Inch Diamond Saw Blade - Wet Type with Diamond Knockout	Great for a small job	Bought this to use with my circular saw to cut pavers for a flower bed. My first time even using a saw and this blade was perfect. I'm sure I wore it out, but for the price it did the job!
16483	__label2__	5	N	PC	B006ZCHVM2	FixMeStick - Virus Removal Device - Unlimited Use on up to 3 PCs for 1 Year	best junk dumper in the biz	If u don't have it get it NOW,, best junk dumper in the biz , the whole ball of wax as it goes. FIXMESTICK does the job, keeps our 2 laps & 2 desk  computers running @ top speed.
177	__label1__	4	Y	Health & Personal Care	B00FEP9AFW	garcinia cambogia pure	Garcinia Cambogia	I purchased this product about a month ago and have loved the results. I highly recommend this for anyone interested in suppressing their appetite and losing weight.
20079	__label2__	5	Y	Wireless	B00Q3I68TU	LilGadgets Connect+ Premium Volume Limited Wired Headphones with SharePort for Children - Purple	Perfect size, great features	Finally, somebody who understands the abuse children put on headphones.  Perfect size, great features, planning to buy another when my other child's headphone go kaput!
10358	__label1__	5	Y	Musical Instruments	B0060GSO06	Surfing Folk Acoustic Guitar Trigger Change Capo Black	good buy	I bought this for John Mayer's song. It has a lot of broken chords that needs a capo. This capo is great the hold well without slipping on every fret.
1678	__label1__	4	N	Lawn and Garden	B00752QBTU	Adams Manufacturing 8590-01-3731 Quik-Fold Cafe Bistro Set, Sage	Well made	They work really well. They are the right height and narrow enough that I could squeeze in a couple more people in a pinch. The price is less than half what I had seen other similar looking chairs sell for and they do not require any assembly.
5340	__label1__	5	N	Toys	B00LLUDFRI	Ei-Hi S911C Huge 2.4GHz 6.5 Channel 6 Axis Gyro LED Light RC Quadcopter UFO with Camera	Can't miss	I got it from local store, easy to fly, does not break on impact (dropped from 5m), great camera angle, I did change some stuff on it, like better battery (stock one is ok but I needed few hours to fly), you cannot miss with this product.
4844	__label1__	5	Y	Kitchen	B00T8NF4MO	Brieftons Salad Spinner, 7.3 Quart	Love me some good salad!!! :)	I am so exited for this! I have been wanting one of these for a long time now! I had a roommate that had one and I used it all the time! Hers was very old and used! This one is very nice spins fast and stops fast! Love how big the bowl is as my roommates seemed so small! Very pleased with this one and will be using it all summer! I am one of those I cant stand when my lettuce is all wet and my dressing becomes watery uck!
8628	__label1__	5	N	Grocery	B005HGOIQ4	Madhava Organic Coconut Sugar 16-Ounce (Pack of 6)	A good product nevertheless	A nice product but be aware that it is not white in color as you might expect from coconut meat so does not replace white sugar. It is produced from the flower part of the palm and is brown, very close to date sugar in taste, with the same sort of grainy texture. A good product nevertheless.
2699	__label1__	4	N	Jewelry	B000NGMOJ6	Sterling Silver Round Cut  Three-Stone Cubic Zirconia Ring (2.3 cttw), Size 9	Loved It!	i bought this item and not only was it gorgeous. but it arrived earlier than expected! everything was spelt correctly and looked just as gorgeous as it did in the pick if not BETTER! its something i would recommend for everyone. its simple.
14231	__label2__	5	Y	Watches	B00361FWFI	Nautica Men's N16553G Stainless Steel Watch with Black Band	ESPECIAL	reloj sensacional  muy deportivo  de presentación atractiva  el tiempo de entrega fue fabuloso no tuve inconvenientes y el paquete llego en perfectas condiciones.
14509	__label2__	5	Y	Automotive	B001P2BUY2	WeatherTech Custom Fit Front FloorLiner for Nissan Maxima (Black)	Perfect fit....	Expensive but fit so well... then again the car costs  30k... well worth the cost to protect the investment. If you can afford them I would buy them before you mess up your carpets.... Excellent if you have kids...
3232	__label1__	1	Y	Home Improvement	B00MB6NEFY	Rozinsanitary Brushed Nickel LED Swivel Spout Kitchen Sink Faucet Pull Out Spray Mixer Tap	Looks nice but did not come with appropriate hardware	Looks nice but did not come with appropriate hardware. Also has a regulator installed that makes the hot water only trickle out.
464	__label1__	2	Y	Electronics	B0038N2U0O	RCA RC50 Voice Activated Alarm Clock (Discontinued by Manufacturer)	Meh	:/ I had high expectations of this clock but now it's just sitting in the trash.   I'm thinking of picking up a http://www.amazon.vote/gp/product/B004I8WHC4  in this case spend the extra money and get something nicer.  I hope this review was helpful! -J
20483	__label2__	2	Y	Wireless	B009WINCME	3-pack Clear Finishing SamsungGalaxy Note 2 N7100 Screen Protector	eForCity screen protectors.	They are hard to get on the phone and way too thin. Difficult to get the bubbles out. I had to throw away 2.
17595	__label2__	3	Y	Apparel	B00N87LI8U	Marilyn Monroe Pink Gun Women V-Neck Marilyn Monroe Shirts X-Large Black	Too tight	This shirt is gorgeous, however it is about a size and a half too small. So, just take that into consideration.
14204	__label2__	5	Y	Electronics	B002PK1COG	X-Mini MAX II XAM7-B Portable Capsule Speakers, Black	These speakers are great!	Perfect for music on the patio or picnic.  Plug them into my Kindle Fire or laptop and they sound great for all types of music.
7313	__label1__	5	N	Musical Instruments	B002RXXOX8	Full Size Black Electric Guitar with Amp, Case and Accessories Pack Beginner Starter Package	Just perfect	This came perfectly, played perfectly after a few adjustments and lasted perfectly. For the price, you really can’t ask for better from the product. As a matter of fact, I expected a lot worse. Great thing it’s perfect for my needs.
357	__label1__	4	Y	Health & Personal Care	B00LDUS8H8	Omega 3 Fish Oil - Triple Strength - 1,500 Mg Omega 3 Fatty Acids - 600 Mg DHA 800 Mg EPA - No Fishy Aftertaste - Pharmaceutical Grade Fish Oil - 60 Softgels	I like this supplement	I love Omega 3 supplement but the fish aftertaste is why I stop taking them.  When I saw that these didn't have a fish after taste I was excited until I discovered it did.  It is a mild after taste, not as bad as most I have tried before.  I would recommend these if you can handle the after taste.
8520	__label1__	5	N	Apparel	B00IN0JGFO	Port & Company Men's Big And Tall Soft Pocket T-Shirt_Charcoal_XXX-Large Tall	fit perfectly, high quality, thick fabric	I have the third to the biggest size of this t-shirt and I am expecting it would be somehow smaller for me but I am surprised to see that it fits perfectly to me, the way I want shirts to fit on me. I am also expecting it would be in low quality because of the price and I am not expecting so much with this t-shirt. But then again, I was surprised to see how thick the fabric is and how well they made the shirt. Definitely worth all the penny, even higher.
16763	__label2__	1	N	Automotive	B000CN5O8I	EGR 574921 WindowVisor Dark Smoke 4-Piece In-Channel Tapeless Window Visors	Not well engineered! Poor Quality Control, only received 3 pieces not 4!	Not well engineered!<br />Item received was short 1 piece for rear window, and the fit requires the bottom of the vent to rest with force on your weather stripping with a sharp edge that cuts into your weatherstrip which the manufacturer jokingly attempted to remediate with a piece of tape; now I have my outside weatherstrip with cuts in it, where it was perfect prior now I can only cover three windows, not four because of poor quality control. Amazon will not let me return this item, but it is my fault because I did not open the box for over a month while I was waiting for other work to be completed on my 06 jeep liberty. I am so done with Amazon, and I have ordered lots from them!<br /><br />Issue update:<br />I did speak with amazon and they are letting me return this item, but my comments on the engineering still stand. Also amazon should make it easier to find a customer service phone #, it is frustrating to rummage around their website where they keep it buried, it was much easier to google their #, then speak to a customer service rep.
18714	__label2__	3	Y	Luggage	B000P8JBPC	Olympia Luggage Deluxe Garment Bag, Black, One Size	Okay	it was okay.  Got my suits where they were going but it's a little too soft to keep them wrinkle free.  better than folding.  Just had to hang my suit in the hotel bathroom with the hot water on to steam them for a bit.
18685	__label2__	1	Y	Home Improvement	B00B1BGAE2	Frostfire Mooncandles - 6 Indoor and Outdoor Color Changing Votive Candles with Remote Control & Timer (Batteries Included)	Terrible Battery Life	I liked these for about the first two 3 days.  Gradually, the  colors changed to all red, even though I set them to the lightest color.  Then after about two weeks, the batteries died, eventhough they were only turned on at the four hour setting each evening.  Design needs tweaking for sure.
13043	__label2__	3	Y	Beauty	B000U2A3F0	Deity of Hair Plant Shampoo for Hair Loss Acceleration Hair Growth Formula, 8 oz.(230 mL)	Volumizing not hair growing	I do not believe this helps your hair grow but it does volumize your hair and give it the illusion that you have more hair then you do.  It is effective in that way.
13246	__label2__	5	Y	Outdoors	B00AQDTTC6	4ucycling men's athletic active thermal pants black Xl-gangsuo	Warm and Toasty!	I bought these for my husband.  He loves them... and that is saying something as he is particular.  They are very warm.  He has been able to ride in temps close to the mid 30s and maintain comfort. They are very well made and seems to be made of quality fabric.  I would recommend these to anyone.
7195	__label1__	5	N	Baby	B00R208DKU	Ziz Home Hanging Clothes Storage Box (5 Shelving Units) Durable Accessory Shelves - Eco- Friendly Closet Cubby, Sweater & Handbag Organizer - Keep Your Wardrobe Clean & Tidy. Easy Mount, Ideal for all Clothing Types	Works and looks great!	My closet needed some organization, and I had to do something about it. This hanging storage box was the perfect size to fit the area I had in my closet, so I decided to give it a try. It fit great, and has made a huge difference in the disaster that was my closet. Now I have room for everything instead of having a bunch of stuff in a pile because I had nowhere to put it. Definitely works awesome!
14478	__label2__	5	Y	Tools	B0044DEXPW	DEWALT DCK211S2 12-Volt Max Drill/Driver / Impact Driver Combo Kit	Works well	I use these for building fences, arbors and decks for customers and have experienced no problems using for these sort of projects.  They were replacements for a Porter Cable 18v ni-cad and these work just as well and they are certainly easier to use all day as they are a lot lighter.
6638	__label1__	5	Y	Shoes	B00W4JVZYK	grinderPUNCH&reg; Women's Heart Shaped American Flag Cute Sunglasses US Shades	Love it!!	This is awesome! I got it yesterday and love it already! It is really well made and looks really cute on me! I am so glad I got it free to review!
13541	__label2__	5	Y	Toys	B00000IV35	Five Crowns	Great game	I bought this as a family game for both kids and adults and it has been a great hit.  We have played it several times and it is one of the first games suggested when someone mentions playing a game.  It is fast and highly unpredictable, which makes it exciting.
9656	__label1__	5	N	Musical Instruments	B0002M6CVC	Ernie Ball Regular Slinky Nickel Wound Set, .010 - .046	Excellent!	These are probably the best guitar strings in the world right now. Even if you take away the fancy marketing and name-dropping on the package, you'll still be left with incredible strings that will last you just about forever.
19379	__label2__	5	Y	Beauty	B004S30MS0	White - Vasseur Beauty PillowCase Only fits our Beauty Pillow	Love it!!!	I think I have bought every pillow on the market, and not a single one has helped with my tossing and turning .  I was buying a satin pillowcase to keep my hair from breaking at night, and this strange pillow popped up in my search.  It didn't look like any of the 5,000 others I've tried, so I figured, why not?  BEST DECISION EVER!!!!!  After a few nights of getting used to it, I now sleep through the night!  I never would have believed that the shape of my pillow was causing my sleeping issues, but apparently it was! As far as wrinkles go, I'm not sure.  I have the "11" in between the brows, I don't think the pillow can help those.  I'm sure if you had crow's feet this pillow would be helpful.  If I escape developing them after using this pillow for 10 years, I'll come back to update,and give all the credit to this pillow, lol
316	__label1__	4	Y	Outdoors	B00E81HKFU	Silicone Swim Cap (Black) for Men and Women - Keep Hair Dry - Recreational, Competitive and Fitness Swimmers - Greater Durability Than Latex Swimming Caps - Lightweight and Comfortable for Adults, Children, Boys and Girls	I switched to silicone caps!	I'm enjoying swimming more often now compared before, i hate latex and I'll never wear one again. Silicone is the thing because it's comfortable to use, doesn't wear out easily and it's cheaper. This cap is durable and very good at keep my hair dry, I love the style as well and the toughness of the silicone. I'll be recommending it to my friends!
18208	__label2__	1	Y	Home	B002DGM4IU	Whitmor 6779-3044 Double Rod Freestanding Closet with Steel and Resin Frame, 45.2 by 68-Inch, Silver	Cheap product, poorly made.	This product is so poorly made, I wasn't even able to assemble it.  There are no tools required for assembling it.  All the parts are supposed to easily slide together.  Except that they don't.  The holes in the black plastic parts aren't large enough to allow the rods to slide in.  And when I tried to pull it apart, it snapped in half.  This was a waste of time and money.  The lesson, as always, is that you get what you pay for.  I'm going to IKEA next time.
12997	__label2__	5	Y	Toys	B00C6Q5S44	Disney Frozen Sparkle Anna of Arendelle Doll	Daughter loves it	This doll is lovely because of the attention to detail in her costume. I love her braids and the flower pattern on her dress and cute black boots. Her cap is a sweet touch too. Only problem ... now I need to get Elsa and Sven too.
486	__label1__	4	N	Home	B001F51A8U	Honey-Can-Do HMP-01127 Pop-Up Mesh Spiral Hamper, Large, Black	very well made	This hamper is very well made but is much larger than expected. It will be perfect for storing quilts or clothes. It is just a little difficult to carry due to its size and short handles, but otherwise is great for storage uses.
14601	__label2__	5	Y	Musical Instruments	B001MX8T84	4 String Acoustic/electric Bass Guitar Mother of Pearl Binding Natural Cutaway	Perfect for beginner	Cheap and sounds good.  I was worried about the strings sitting on the frets because of other reviews on different acoustic bass guitars, but this one didn't have any problems.
15162	__label2__	5	Y	Sports	B0054MQUHQ	Aylio 3 Loop Fitness Bands Stretch Exercise Set for Legs (Light, Medium, Heavy Resistance)	Fantastic	Love them. Great for home workouts and they help with resistance to squats and hope extensions ! A must for building muscle
11400	__label2__	5	Y	Video DVD	B00B1RB8FC	Last Exile: Fam, The Silver Wing, Season 2, Part 2 [Blu-ray]	An Entertaining Finale And Enjoyable Sequel	While the new cast for this sequel are as endearing as the previous LE the overall storyplot and villains and hero's also feels just the same as well. That's not to say the series is boring far from it you do wish though that they made the personalities of the character protagonist a little more original though with most animes and some shows that's pretty hard to do nowadays. I give kudos to keeping the animation the same as the previous LE and soundtrack score also fits nicely with the series,also you do get a special treat if you saw the first LE series as we see the return and cameos of characters from that series which is appreciated. The voice cast for both the Japanese subbed and English dubbed did a great job though with some of the previous LE characters they will of course sound somewhat different in the dub audio as the original voice actors and actress couldn't or wouldn't come back to dub their character voices though the people picked to dub those characters did a stellar job.<br /><br />So if you already have the first Last Exile series then this is a must have to add on to your anime collection or if you're just looking for a good anime series in general....
13768	__label2__	5	Y	Automotive	B00C2EIJQ4	Christian Patch NOTW (Black & Red) Other Colors Available	well stiched	Seems to be well stiched,  I sowed it on my underarmour jacket,  which is black with red down the arms. The patches red goes perfectly.  It's all about Jesus
20144	__label2__	5	N	Home Entertainment	B00752R9SW	Panasonic VIERA TC-L55E50 55-Inch 1080p 120Hz Full HD IPS LED-LCD TV (2012 Model)	Panasonic Viera TC-L55E50 Full HD	I love my Panasonic TVHD.The best investment I ever made.The picture is so clear and the size is perfect, 55 inches.
15691	__label2__	2	Y	Grocery	B006SOI7Y8	Nyakers Ginger Snaps and Cookie Tin 750g	Broken cookies when opened :(	The cookies were broken due to I assume bad packaging as I don't know what it looked like before it was shipped. The pieces taste good, but I would have liked them looking like round cookies... Sad
123	__label1__	4	N	Health & Personal Care	B002VWK3FM	Drive Medical Aluminum Rollator Walker Fold Up and Removable Back Support, Padded Seat, 8" Casters, Blue	Great walker	Got the walker for my father who is 85 and needs help getting around. It helps with the walking and standing more upright.. Great walker at a great price.
7622	__label1__	5	N	Apparel	B00PJ1JKZG	EZGO Wallet Slim 2.0: Lightweight, Durable, Slim, RFID Blocking Leather Wallet - Handmade - Easy Access to Cards and Cash - Up to 8 cards! (Black/Red)	Fantastic!!!!	This really excellent. This is the perfect size for my brother. It holds everything he need.He carry two credit cards, a debit card, a store loyalty card, drivers license, Metro card, and a few cash bills here and there.He is so happy when i gift this wallet and also He is now still happy after using this!!!
1986	__label1__	3	N	Toys	B000BNB0LO	Chinese Jumprope (Colors May Vary)	Ripped	Got these for my daughters who are obsessed with the bracelet making trend, it was an okay price, quite a few were broken or snapped. It's not a purchase I would repeat.
14295	__label2__	1	N	Home Improvement	B003UHUSJI	Rheem RTE 9 Electric Tankless Water Heater, 3 GPM	Don't buy a Rheem tankless water heater	If 0 stars were available that is how I would rate Rheem tankles water heaters. Constant failures and nobody is able to fix the problems. Seriously, I'v spent more on plumber repair bills than the stupid equipment cost.  If you buy one of these things you will be throwing your money away. Seriously, get an old simple tank type. Anyone can fix them!!!
16301	__label2__	3	Y	Pet Products	B003D876ZS	"Envy" Zinnia	Produces white and pale yellowish blooms	Hirt's gets a 5+ rating for super fast delivery, though unfortunately the seeds produced not green flowers, but white and pale yellowish blooms.  Otherwise, the flowers are healthy.  I ordered the same color zinnia from another vendor as well with the same results, so I'm guessing this particular color of zinnia is not guaranteed.  I would not order this product again as they are not as vibrant as I would have liked.
13015	__label2__	5	Y	Lawn and Garden	B006TLL1HA	Toro 51480 Corded 14-Inch Electric Trimmer/Edger	Good Product	Over the years, I've owned several trimmers, both electric and gas - this one ranks at the top of the list.  It was easy to assemble, and powerful enough to cut fairly thick/high grass and weeds.  The &#34;edger&#34; function is one of the better I've seen/used - the motor/cutter head assembly easily swivels 90 degrees, and the small wheel keeps it at just the right height for edging along the driveway and curb.  About the only drawback would be the weight of this trimmer.  It is well made and somewhat heavy - so, for those of you who want something light, this is not it.
7702	__label1__	5	N	Outdoors	B00JUPINIW	#1 Personal Water Filter Straw: 1,500L (400 Gallons) Certified & Lab Tested. Uses Silver Ions - Perfect for Outdoor Camping, Hiking, Emergency, Disasters & Wilderness Survival - 3 Stage Process Filters 99.99% of Bacteria at Amazing 0.1 microns. Makes Dirty Water Drinkable! Best Quality Purification & Filtration System - Filters 500L more than Lifestraw. Instant Drinking Water Supply. 2 Year Warran	Perfect water filter straw for bug out bags	I've researched filters a lot and I like that this water filter straw can do 1,500 litres of water. I purchased it to include in my bug out bag/72-hour pack. I'm thinking of getting another one for my EDC. Works well and packaged nicely.
16640	__label2__	4	Y	Home Improvement	B001X4V6KA	Moen 65-F-PS Donner Low-Profile Curved Shower Rod Flange Kit, Polished Stainless	Curved Shower Rod	The plates that go over the screws pop off from time to time, it will be to your advantage to drill a small 1/8 inch hole and put a small machine chrome screw in this to keep it from popping off the end assembly where the bar is attached to the wall, speaking in terms of the plate that covers the assembly.
19886	__label2__	1	Y	Office Products	B00J3BG524	NEOPlex "Chalkboard Cleaner Combo Pack" - Includes Two NEOPlex Magic Eraser Sponges and One Bottle of NEOPlex Chalkboard Cleaner	Garbage!	Doesn't work, even on a brand new board. It hardly erased anything and the white foamy things just made a mess. I would return, but it's just not worth my time.
8689	__label1__	5	N	Outdoors	B00FIHEHHM	Silicone Swim Cap for Men and Women - Keep Hair Dry - Recreational, Competitive and Fitness Swimmers - Greater Durability Than Latex Swimming Caps - Lightweight and Comfortable for Adults, Children, Boys and Girls (Pink)	doesn't lose elasticity	This is the best swim cap I've ever had in my entire life! It's so easy to put on and it stays in the head, it doesn't lose elasticity. I recommend it to everyone!
6032	__label1__	5	N	Books	1464707596	Fat Quarter Bags	Love it!	This was a perfect purchase because I was able to make 7 different bags for my 7 closest friends and relatives for Christmas. They all got different looks with different fabrics to fit their likes. Everyone loved their unique gift. They were super easy to make.
6321	__label1__	5	N	Camera	B00DSOC4QI	Red Glass Filter-Tropical Water Color Correction-Scuba Diving-For Hero3 Waterproof Housing	Fantastic!!	Had never heard of using a filter when diving, but used this one on my recent cruise and couldn t believe the difference. I had no idea it could be so easy to make my video more colorful. Almost lost it on my first dive, but realized they do include a tether to attach to the camera so you don t lose it. Silly me. The micro fiber bag is pretty nice too for keeping it clean.
7890	__label1__	5	N	Furniture	B004ZVHKJE	BestOffice Ergonomic PU Leather High Back Office Chair, Black	comfortable	Been using this in my office since last year and it's truly very comfortable and relaxing. My wife really knows what's best for me! Great product!
2586	__label1__	4	N	Video DVD	B0000VV4W2	An American Tail	Another fun under appreciated animation	An American tale can rival many of today's animations, if not put them to shame. Can't say the same for its sequels, but the first is a winner.
17604	__label2__	4	Y	Tools	B005JRJGL8	Dremel Saw-Max SM842 2 by 4 Cutting Guide	Handy for when you don't want to drag out the ...	Handy for when you don't want to drag out the big mitre saw. Be careful that it doesn't move while cutting.
865	__label1__	4	N	Furniture	B000XL0YA2	Coaster 50's Retro Nostalgic Style Oval Dining Table, Chrome Plated	respectable	This table was designed by a respectable artist, and the design itself is great being that it is still appealing even though it was designed in the 50's. I was thinking about a replica but couldn't do it, knowing that I would be cheating the artist as well as myself by getting a inferior product.
9239	__label1__	4	N	Furniture	B0071HBVYE	Milliard Super Strong Portable Twin Size Folding Rollaway Bed, with Wooden Slats and Comfortable Foam Mattress	So comfortable	It is comfortable. It's a little small, but ok. The clip lock bar on the top of the folding bed is hard to release. After use, it is easy to fold bed, but the clip lock bar is hard to push down.
3646	__label1__	2	N	Video DVD	B002BWP2IK	Warehouse 13: Season 1	Slow Beginning	The first season was not that great. Plus a lot on this show feels forced. Not one I'd ever watch more than once.
951	__label1__	4	N	Jewelry	B00C92QZJ2	Little Miss Twin Stars "I LOVE My Jewels" 14k Gold-Plated White and Hot Pink Enamel Hearts Cluster Chain Necklace	the perfect gift!	My niece turned eight last month and this is what I gave her. She look thrilled when she saw the box and when she opened it she hugged me and told me I'm the best aunt ever! I felt so happy that she loved what I gave her! We are both happy! It looked gorgeous and she looks like a princess with this necklace.
19979	__label2__	5	Y	Books	098268701X	Tractor Mac Farmer's Market	great book for tractor loving kids	my son loves tractor mac! he is 4 now, but we've been reading t.mac since he was 2.  the pictures are just as colorful as the characters themselves! fun fun fun
12289	__label2__	5	Y	PC	B005GIWBIA	Jaton ATI Radeon HD5450 512MB DDR3 VGA/DVI/HDMI Low Profile PCI Video Card VIDEO-339PCI-HLX	Perfect!	Used this baby to make a HTPC out of an older but capable computer. It Works great. Installed without a problem.
19966	__label2__	5	Y	Video Games	B006D3JT0U	The Sims 3: Showtime - PC/Mac	sims mania!	This game came with everything that I needed<br />he game  plays well and has alot of fun add-ons LOVE !!
15244	__label2__	5	Y	Furniture	B004I2IFGM	Alera Wire Shelving Garment Rack (Black)	This is Perfect!	If you want a rack to use as extra closet space don't cheap out.  Buy this rack.  It holds a lot and is extremely sturdy.  I'm glad I purchased this one after reading about the less expensive ones that leaned or broke pretty quickly.  This one isn't going anywhere...
20249	__label2__	5	N	Home Entertainment	B00080FPRU	Sony DVP-NS50P/S Single DVD Player, Silver	Great player, great feature and lots of very nice features not to mention they seem to last forever	Very good DVD player, every output except HDMI(oh and optical audio) including Composite, S-video, Component, L&R audio and coax audio.<br />The NS-50 like the NS-41 not only have full display of times(chapter, title, elapsed and remaining) but hold onto remaining for titles that may not support it, as long as you activate remaining on at least one title on the disc that supports remaining time. IOW some discs may not support remaining time on the main title but things like extras may support it. If you activate remaining time in a extra, when you go back to the main title remaining will stick.<br />Another thing I like about the NS-50 and also NS-41(basically identical to the NS-50 from what I've found) is they both have full picture controls: Brightness, Contrast, Color, etc.<br />Like most all Sony DVD players this one has  a 6 disc resume feature that remembers where you left off for the last 6 discs where you've saved a resume(to not save a resume simply push STOP STOP before ejecting the disc). Resuming is as simple as inserting a disc and pressing PLAY or pushing PLAY when the tray is open and it will close and start at the resume point.<br />This player has PLAY, EJECT, STOP, PAUSE and SKIP forward and SKIP rev on the main unit, other features are accessed from the remote.<br />On the remote it has speed play where you can play a disc in anywhere from .6 to 1.4x speed with audio. Full slow motion as well as frame advance is also available, not to mention time search where you can easily enter any time and the player will jump to it.<br />I have several of these and they seem to last forever not to mention they are quite good at playing scratched discs as well as all burnt discs including DL's. Unfortunatly the only video format this player supports is MPEG2, the most common DVD standard, no Divx or other computer type formats.
3995	__label1__	2	N	Automotive	B00192MU2Y	Camco 55343 30 AMP Female Replacement Receptacle	Camco 55343 30 AMP Female Replacement Receptacle	This is a very cheap material and it doesn't hold up. It just ended up melting when we used it on a camping vacation. I'm not getting this again, and I don't expect anyone else to buy it. Though, for some reason, it has a bunch of positive reviews.
13133	__label2__	5	Y	Video Games	B0079V29EI	Nyko Power Grip for Vita - PlayStation Vita 1000 series	fits in my hands quite nicely	Just got this thing yesterday.<br /><br />I have to say, it's very sleek.<br /><br />Fits in my hands nicely. I mainly got it because i'd get cramped hands (mainly left hand) when playing on the vita for long periods of time (more than 30-45 minutes at a time). Had the same problem with my PSP as well.<br /><br />This thing looks good, feels good, and I like that it has a battery recharger in it too.<br /><br />I'd say thus far it's perfect; exaclty what i was looking for.
2956	__label1__	3	N	Apparel	B00719XLAO	Russell Athletic Men's Dri-Power Open Bottom Fleece Pocket Pant, Black Heather, Large	Nice looking pants	These look great. Unfortunately, I ordered the wrong size and will have to return them for a larger size.
670	__label1__	1	N	Wireless	B00NNZ1C38	Turtleback iPhone 6 PLUS (5.5) Leather Holster Pouch Belt Clip Case with Flush Belt Clip - Made in USA	BROKE MY PHONE - horrible quality, even worse company	Cheaply made product - NOT leather at all. The magnetic flap doesn't stay closed properly increasing the likelihood of the phone flying out of the case while it's on your belt. This case is not even worth $5. Do not buy. Returning the case is another nightmare with this hole in the wall company.
443	__label1__	4	Y	PC	B00O2IAHSQ	Ionic Rotating Designer Leather Apple iPad Air 2 Case (iPad 6) Cover Stand with Sleep and Wake Up Function (Black)	Very functional case at a great price!	I have always liked these rotating type cases which are very functional and practical. These IONIC cases are great. Fits my iPad AIR 2 perfectly.
20977	__label2__	5	Y	Shoes	B00IY7OSOU	New Balance Women's WX813GR3 Training Shoe,Pink,10 B US	She says they are the most comfortable shoes she's ever worn	I bought these for my daughter for gym class, and she absolutely loves them.  She says they are the most comfortable shoes she's ever worn.
5507	__label1__	5	Y	Kitchen	B00UI8ICN6	Nuvita Multifunction Digital Kitchen and Food Scale with Stainless Steel Platform, Large LCD Display and Six Weighing Modes, 11lb/5kg x 1g/0.1oz	Does exactly what it's supposed to	No surprises here. It does exactly what it's supposed to do and seems accurate to within a gram or two.  this is perfect.
8144	__label1__	5	N	Furniture	B00JUCWQB0	VIVA OFFICE Bonded Leather Chair, High back Swivel Chair with Thick Padded Backrest and Seat	Nice chair	This chair is extremely comfortable. It is made of very soft materials that please the sitting. In addition, it is very cheap and very good quality. The truth totally recommend this product as people who spend much time on the computer gift.
4141	__label1__	5	Y	Health & Personal Care	B00K9ZDJ9A	Pure Forskolin Extract with 40% Standardized Forskolin - 90 Capsules, 300 mg, Appetite Suppressant, MAX Strength Belly Fat Burner, Carb Blocker, Natural Weight Loss Supplement	i hate diets	for me this was the best solution when it comes to losing that belly fat that everyone hates. the pills are easy to take and are made of natural ingredients.<br /><br />After trying several diets and giving up, i decided to give these pills a try. it was a good choice as now i can fit clothes i didn't in a long time...
6449	__label1__	5	Y	PC	B00EAMO8VG	Devicewear Ridge Case for 7-Inch Samsung Galaxy Tab 3, Black (RDG-3TAB7-BLK)	Great Fit	I searched Amazon high and low for the perfect case for my 7&#34; Galaxy Tab. There weren't any that looked good, were thin and lightweight and had a working stand. Then I found this case and I can't be more happy. I attend a number of meetings and needed a case that worked well while I use SuperNote Pro. Adaptive positioning with the case simple. The case is constructed well and my Tab seems to be well protected. Also works really great while watching movies on the airplane.<br /><br />My only suggestion would be a stylus holder since there is no room inside the case to hold my stylus.
113	__label1__	4	N	PC	B003QJV3T4	Transcend 8 GB High Speed SDHC Class 4 Flash Memory Card TS8GSDHC4	perfect	Was pretty cheap and works just fine. Holds a good bit of video and pictures, which I needed. I'm a blogger. Formatted fine with my camera and was compatible for my computer. Mac Book Pro.
9927	__label1__	5	Y	Home Entertainment	B00CNMIN66	Infinitec's Pocket TV and air remote turns any TV into a smart android TV.	Great product - very user friendly	Worked great out of the box. Easy to set up, I got all my apps running pretty quickly. The user interface was very friendly and the air remote pretty intuitive. Got the hang of it after about 10-15 mins. Very reliable operation so far.
8420	__label1__	5	N	Apparel	B00WXPCWY2	Radix One Slim Wallet (Black/Black)	No brainer wallet replacement	Say goodbye to your fat wallet!<br /><br />After doing some research on slim wallets, I heard from a friend about the Radix One. This is just what I was looking for -- simple, slim, light, and sturdy. I really only need to carry around a few important cards and this lets me keep it at a bare minimum. The materials are durable, yet not hard, so I don't have to worry about this scratching anything in my pockets.<br /><br />Great product if you're looking to ditch the fat wallet!
307	__label1__	1	N	Electronics	B000VEP3XO	Rocketfish Universal Wireless Rear Speaker Kit RF-WHTIB-A	Drops signal	The unit worked fine initially. However from day 2 on the signal drops every 20 minutes. I have to power cycle either the transmitter or receiver to get the units synced up again.
